Last Report Year,NTD ID,Legacy NTD ID,Agency Name,Agency Status,Reporter Type,City,State,Census Year,UZA Name,UZA,UZA Area SQ Miles,UZA Population,2017 Status,Mode,Service,Mode Status,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
2017,4,0T04,Confederated Tribes of the Colville Indian Reservation,Active,Reduced Reporter,Nespelem,WA,2010,Washington Non-UZA,0,0,0,Existing 2017,FB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,785689,584633,591421
2017,4,0T04,Confederated Tribes of the Colville Indian Reservation,Active,Reduced Reporter,Nespelem,WA,2010,Washington Non-UZA,0,0,0,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,116678,206947,289000
2017,4,0T04,Confederated Tribes of the Colville Indian Reservation,Active,Reduced Reporter,Nespelem,WA,2010,Washington Non-UZA,0,0,0,Existing 2017,OT,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,5,5,Everett Transit(ET),Active,Full Reporter,Everett,WA,2010,"Seattle, WA",14,1010,3059393,Existing 2017,DR,DO,Operating,502387,733204,921224,806136,842570,921687,1029590,1155828,1320163,1390318,1424473,1531173,2282577,2613527,2678049,2447434,3598548,3894273,3772835,3845806,4531836,4821971,5144959,5550632,5653551,6151501,6670682
2017,5,5,Everett Transit(ET),Active,Full Reporter,Everett,WA,2010,"Seattle, WA",14,1010,3059393,Existing 2017,MB,DO,Operating,4420662,5142012,6390931,6339895,6056134,6147295,5693046,5987372,6200786,6422004,6878240,8904885,8434417,8501933,9472685,11043240,12277276,12858718,13340826,14240792,13798009,13771289,13427819,14020388,13359119,13844938,15167684
2017,6,6,Yakima Transit(YT),Active,Full Reporter,Yakima,WA,2010,"Yakima, WA",248,60,129534,Existing 2017,CB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,288845,546822,508116,475578
2017,6,6,Yakima Transit(YT),Active,Full Reporter,Yakima,WA,2010,"Yakima, WA",248,60,129534,Existing 2017,DR,PT,Operating,346842,392294,496328,710910,950120,1002384,630099,776649,709263,683454,768518,761015,823520,889220,1072484,1118430,1148338,1555807,1309235,1330026,1305389,1377516,1276618,1201972,1365181,1181677,1181925
2017,6,6,Yakima Transit(YT),Active,Full Reporter,Yakima,WA,2010,"Yakima, WA",248,60,129534,Existing 2017,MB,DO,Operating,2758740,3066849,3476620,3511278,3121699,3178835,3271971,3307122,3461189,3340598,3427379,3768008,3957559,4285977,4582787,4960124,5165839,5636754,5543089,5760027,5829541,6052247,6175199,6226865,6014388,5914174,6179667
2017,6,6,Yakima Transit(YT),Active,Full Reporter,Yakima,WA,2010,"Yakima, WA",248,60,129534,Existing 2017,VP,DO,Operating,,,,,,,,,,,,36084,64869,78531,111862,136032,197476,295255,280570,330517,397464,403342,322558,210961,231493,206839,210583
2017,7,7,Lane Transit District(LTD),Active,Full Reporter,Eugene,OR,2010,"Eugene, OR",151,87,247421,Existing 2017,DR,PT,Operating,442521,733465,822637,886798,786408,883986,997425,1043350,1113212,1244050,1579574,1930674,2125281,2126289,2326441,2636441,3133939,3432854,3682680,4324563,4818502,5181209,5428616,5453926,5775542,6219894,5879943
2017,7,7,Lane Transit District(LTD),Active,Full Reporter,Eugene,OR,2010,"Eugene, OR",151,87,247421,Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,3508410,3776453,3988256,4305354,5620593,7927276,9132083,7803055
2017,7,7,Lane Transit District(LTD),Active,Full Reporter,Eugene,OR,2010,"Eugene, OR",151,87,247421,Existing 2017,MB,DO,Operating,9684896,10432547,11254153,12024017,13464295,14310975,15310262,16866583,18649899,20097039,21406695,22367336,22162443,23305977,25247343,26868693,29461278,31939788,33097049,33191426,28992484,29010513,29195808,30073442,31411344,31641487,37772178
2017,7,7,Lane Transit District(LTD),Active,Full Reporter,Eugene,OR,2010,"Eugene, OR",151,87,247421,Existing 2017,MB,PT,Operating,,,,,,,,,,,,,,,,,,,135391,125632,133131,162583,174103,172498,165302,223335,234419
2017,7,7,Lane Transit District(LTD),Active,Full Reporter,Eugene,OR,2010,"Eugene, OR",151,87,247421,Existing 2017,RB,DO,Operating,,,,,,,,,,,,,,,,,,,,,4028978,5533908,5583993,5641027,5413562,4717777,6463202
2017,7,7,Lane Transit District(LTD),Active,Full Reporter,Eugene,OR,2010,"Eugene, OR",151,87,247421,Existing 2017,VP,PT,Operating,,,,,,,,,,,,,,,16068,38347,40873,88059,97631,134778,137945,135738,189187,207965,327771,386577,334487
2017,8,8,Tri-County Metropolitan Transportation District of Oregon(TriMet),Active,Full Reporter,Portland,OR,2010,"Portland, OR-WA",24,524,1849898,Existing 2017,CR,PT,Discontinued,,,,,,,,,,,,,,,,,,,3165285,6245998,0,0,,0,,,
2017,8,8,Tri-County Metropolitan Transportation District of Oregon(TriMet),Active,Full Reporter,Portland,OR,2010,"Portland, OR-WA",24,524,1849898,Existing 2017,DR,DO,Discontinued,,,,,187000,599919,721059,817460,646155,,,,,,,,,,,,0,0,,0,,,
2017,8,8,Tri-County Metropolitan Transportation District of Oregon(TriMet),Active,Full Reporter,Portland,OR,2010,"Portland, OR-WA",24,524,1849898,Existing 2017,DR,PT,Operating,5927852,5311236,5690843,6629682,11178334,13192851,14941457,10916064,12611230,16039333,15559002,17082690,18421275,22047636,24879279,27025361,28982675,30754404,34973480,29854742,30002642,31193678,32176213,32761113,32550155,33364427,35839809
2017,8,8,Tri-County Metropolitan Transportation District of Oregon(TriMet),Active,Full Reporter,Portland,OR,2010,"Portland, OR-WA",24,524,1849898,Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,3459956,3576367,3702389,3409839,3702637,4123042,4938111,5072747
2017,8,8,Tri-County Metropolitan Transportation District of Oregon(TriMet),Active,Full Reporter,Portland,OR,2010,"Portland, OR-WA",24,524,1849898,Existing 2017,LR,DO,Operating,7557140,11440988,11675773,14450117,16397499,18406745,20021756,22255163,34435225,41340661,40035484,56257767,55295890,56965750,67590404,69990063,73656174,84120139,96777187,106374746,93399347,99710015,99326676,108121769,111472031,128642637,138797386
2017,8,8,Tri-County Metropolitan Transportation District of Oregon(TriMet),Active,Full Reporter,Portland,OR,2010,"Portland, OR-WA",24,524,1849898,Existing 2017,MB,DO,Operating,65462933,84992620,96047449,100614986,111504650,112595218,118527989,120935926,136289240,146744971,153860651,170037154,171402358,183577437,200999113,203266221,207701265,223177624,230412162,239080000,222887559,230726059,239125561,240939589,236793871,251249183,261867139
2017,8,8,Tri-County Metropolitan Transportation District of Oregon(TriMet),Active,Full Reporter,Portland,OR,2010,"Portland, OR-WA",24,524,1849898,Existing 2017,MB,PT,Discontinued,149310,482637,480801,471521,369822,,,,,,,,,,,,,,,,0,0,,0,,,
2017,8,8,Tri-County Metropolitan Transportation District of Oregon(TriMet),Active,Full Reporter,Portland,OR,2010,"Portland, OR-WA",24,524,1849898,Existing 2017,SR,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,7695125,0,,0,,,
2017,8,8,Tri-County Metropolitan Transportation District of Oregon(TriMet),Active,Full Reporter,Portland,OR,2010,"Portland, OR-WA",24,524,1849898,Existing 2017,SR,PT,Separate,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0
2017,8,8,Tri-County Metropolitan Transportation District of Oregon(TriMet),Active,Full Reporter,Portland,OR,2010,"Portland, OR-WA",24,524,1849898,Existing 2017,YR,PT,Operating,,,,,,,,,,,,,,,,,,,,,6256607,6486920,7036033,6813294,6668314,7898519,7152572
2017,9,0T09,Kalispel Tribe of Indians(KTI),Active,Reduced Reporter,Usk,WA,2010,Washington Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,37416,158398,132639
2017,9,0T09,Kalispel Tribe of Indians(KTI),Active,Reduced Reporter,Usk,WA,2010,Washington Non-UZA,0,0,0,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,345789,272032,537086
2017,10,0T10,Klamath Tribes(KT),Active,Reduced Reporter,Chiloquin,OR,2010,Oregon Non-UZA,0,0,0,Existing 2017,CB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,235693,211848,270499
2017,10,0T10,Klamath Tribes(KT),Active,Reduced Reporter,Chiloquin,OR,2010,Oregon Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,162931,205515,194280
2017,10,0T10,Klamath Tribes(KT),Active,Reduced Reporter,Chiloquin,OR,2010,Oregon Non-UZA,0,0,0,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,11,11,Valley Regional Transit(VRT),Active,Full Reporter,Meridian,ID,2010,"Boise City, ID",108,134,349684,Existing 2017,DR,DO,Operating,66375,78289,141298,272072,312533,367402,367247,449315,287253,543543,549655,673827,885910,892807,838552,865847,1136493,1235811,1081664,1043735,1242547,1250133,1289329,1370564,1450881,1854330,2249922
2017,11,11,Valley Regional Transit(VRT),Active,Full Reporter,Meridian,ID,2010,"Boise City, ID",108,134,349684,Existing 2017,DR,PT,Discontinued,,,,,,,,,,,,,18088,120426,111331,100198,129260,133510,92975,93148,0,0,,0,,,
2017,11,11,Valley Regional Transit(VRT),Active,Full Reporter,Meridian,ID,2010,"Boise City, ID",108,134,349684,Existing 2017,MB,DO,Operating,1792147,1920920,2279057,2683167,2730214,2891678,3011482,3457720,3524809,3892649,4393511,4595980,5353046,5577881,5477158,5158247,5560363,5856756,5363752,5890974,6963567,6870580,7233541,8187561,8281091,9571214,10571737
2017,11,11,Valley Regional Transit(VRT),Active,Full Reporter,Meridian,ID,2010,"Boise City, ID",108,134,349684,Existing 2017,MB,PT,Discontinued,,,,,,,,,,,,,306511,749872,1201386,1156359,1194443,1602283,1413958,1181496,0,0,,0,,,
2017,12,12,Municipality of Anchorage - Public Transportation Department(People Mover),Active,Full Reporter,Anchorage,AK,2010,"Anchorage, AK",149,85,251243,Existing 2017,DR,PT,Operating,465649,475060,560238,606118,809050,1017945,1186434,1953439,2046070,2096253,2689109,3237580,3425188,3625753,3885526,4697388,5089787,5235681,5389233,5586875,6131038,6715640,6216617,6117572,6057011,6072582,5703984
2017,12,12,Municipality of Anchorage - Public Transportation Department(People Mover),Active,Full Reporter,Anchorage,AK,2010,"Anchorage, AK",149,85,251243,Existing 2017,MB,DO,Operating,10389114,10355779,10093929,9913965,10022398,10039845,10092857,10511109,10608455,10587160,11719129,12681744,13564209,15826686,17584120,17595005,19956753,21719335,20567584,20675789,22247133,23685839,23530609,23349065,23475710,23154945,22261016
2017,12,12,Municipality of Anchorage - Public Transportation Department(People Mover),Active,Full Reporter,Anchorage,AK,2010,"Anchorage, AK",149,85,251243,New in 2017,MB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,819377
2017,12,12,Municipality of Anchorage - Public Transportation Department(People Mover),Active,Full Reporter,Anchorage,AK,2010,"Anchorage, AK",149,85,251243,Existing 2017,VP,PT,Operating,,,,,,144147,169994,175753,205437,228219,265591,301409,393434,437113,500354,68583,58698,85060,64831,74008,84572,125003,320591,301620,180820,1175723,1011167
2016,13,TR27-001,Orutsararmiut Native Council,Inactive,Reduced Reporter,,AK,2010,,,,,Pre 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,14,0T14,Sitka Tribe of Alaska(STA),Active,Reduced Reporter,Sitka,AK,2010,Alaska Non-UZA,0,0,0,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,178780,109869,756021
2017,15,0T15,Snoqualmie Indian Tribe,Active,Reduced Reporter,Snoqualmie,WA,2010,Washington Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,473890,211250,209003
2017,16,16,RiverCities Transit(RCT),Active,Full Reporter,Longview,WA,2010,"Longview, WA-OR",431,33,63952,Existing 2017,DR,PT,Operating,63900,166753,168149,252000,,,401108,415694,466172,458272,488913,575379,635131,662195,674769,735576,787410,789075,935938,1019513,1149808,1197281,1305552,1390524,1354034,1409229,1592693
2017,16,16,RiverCities Transit(RCT),Active,Full Reporter,Longview,WA,2010,"Longview, WA-OR",431,33,63952,Existing 2017,MB,DO,Operating,820883,834814,946929,1061405,,,1177760,1334876,1292184,1027100,1089660,1119861,1128396,1190722,1264402,1295703,1407810,1587119,1486564,1571471,1765129,1950899,2663089,2928744,2892246,3005450,3033187
2017,16,16,RiverCities Transit(RCT),Active,Full Reporter,Longview,WA,2010,"Longview, WA-OR",431,33,63952,Existing 2017,VP,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,27101,10914
2017,17,0T17,Stillaguamish Tribe of Indians,Active,Reduced Reporter,Arlington,WA,2010,Washington Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,420505,434683,443050
2017,17,0T17,Stillaguamish Tribe of Indians,Active,Reduced Reporter,Arlington,WA,2010,Washington Non-UZA,0,0,0,Existing 2017,VP,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,133557,146760,125196
2017,18,18,Ben Franklin Transit(BFT),Active,Full Reporter,Richland,WA,2010,"Kennewick-Pasco, WA",171,102,210975,Existing 2017,DR,DO,Operating,1052626,1455854,1917372,2128794,2625468,2998888,3551361,4120047,4662344,4248588,4315434,5040238,5976275,,7818336,8893588,9709478,11149642,10599610,10227486,10072416,10516633,11101162,11850499,11785359,11899980,13201016
2017,18,18,Ben Franklin Transit(BFT),Active,Full Reporter,Richland,WA,2010,"Kennewick-Pasco, WA",171,102,210975,Existing 2017,DR,PT,Operating,40384,69159,87778,116444,141696,150799,799493,1087632,862727,636736,880802,948784,1224075,,2368464,3066212,3209243,3796531,3041980,668324,815848,856260,927320,912802,976188,1246228,1365133
2017,18,18,Ben Franklin Transit(BFT),Active,Full Reporter,Richland,WA,2010,"Kennewick-Pasco, WA",171,102,210975,Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,1713932,1387123,1624788,1695371,2225223,2365500,2205629,2062624
2017,18,18,Ben Franklin Transit(BFT),Active,Full Reporter,Richland,WA,2010,"Kennewick-Pasco, WA",171,102,210975,Existing 2017,MB,DO,Operating,4828463,6154279,6369171,6871733,7034538,7375174,7432645,7833406,8313586,7647952,7576466,7573976,8803684,,11199386,11759384,12152958,13512037,12764250,12371140,11731345,12732816,13751054,14016906,13201969,13583483,15423139
2017,18,18,Ben Franklin Transit(BFT),Active,Full Reporter,Richland,WA,2010,"Kennewick-Pasco, WA",171,102,210975,Existing 2017,MB,PT,Discontinued,9905,48098,38535,300281,518629,628641,,,,,,,,,,,,,,,0,0,,0,,,
2017,18,18,Ben Franklin Transit(BFT),Active,Full Reporter,Richland,WA,2010,"Kennewick-Pasco, WA",171,102,210975,Existing 2017,VP,DO,Operating,243808,335071,406457,556406,946173,911923,1065012,980352,967287,1075390,1011462,890065,1088104,,1661543,1793184,2045021,2651248,2664299,2959089,3171746,3152496,2885367,2969983,2442338,2388642,2574147
2017,19,19,Intercity Transit(I.T.),Active,Full Reporter,Olympia,WA,2010,"Olympia-Lacey, WA",195,106,176617,Existing 2017,CB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,1914507,1980268,2238088,2565367,2661077,2750422
2017,19,19,Intercity Transit(I.T.),Active,Full Reporter,Olympia,WA,2010,"Olympia-Lacey, WA",195,106,176617,Existing 2017,CB,PT,Separate,,,,,,,,,,,,,,,,,,,,,,,2406,1926,1998,2058,1029
2017,19,19,Intercity Transit(I.T.),Active,Full Reporter,Olympia,WA,2010,"Olympia-Lacey, WA",195,106,176617,Existing 2017,DR,DO,Operating,0,1006217,1347250,1920660,2499017,2527372,3304495,3345046,3517965,3067661,3474398,3331906,3069576,3434138,4258938,4349834,4714233,5134911,5759806,5830989,6581627,7124658,7234090,7777832,8046868,8619392,9717186
2017,19,19,Intercity Transit(I.T.),Active,Full Reporter,Olympia,WA,2010,"Olympia-Lacey, WA",195,106,176617,Existing 2017,DR,PT,Discontinued,682768,,,,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,19,19,Intercity Transit(I.T.),Active,Full Reporter,Olympia,WA,2010,"Olympia-Lacey, WA",195,106,176617,Existing 2017,MB,DO,Operating,7267225,8019442,9968391,11482318,11361607,11921990,11766725,11598883,12548736,9303066,9471336,9232966,10512780,11928544,13399443,15840927,16757249,19976245,20829024,20466991,22003668,21113731,21294504,21373262,21161701,21929973,23309754
2017,19,19,Intercity Transit(I.T.),Active,Full Reporter,Olympia,WA,2010,"Olympia-Lacey, WA",195,106,176617,Existing 2017,MB,PT,Discontinued,15681,,,,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,19,19,Intercity Transit(I.T.),Active,Full Reporter,Olympia,WA,2010,"Olympia-Lacey, WA",195,106,176617,Existing 2017,VP,DO,Operating,77003,100094,121820,121229,120861,152875,144464,170524,236966,288229,311078,326065,381726,556279,703061,906604,1149724,1447008,1496499,1579199,1742533,1829778,1970044,1905009,1724092,1654236,1646017
2017,20,20,Kitsap Transit,Active,Full Reporter,Bremerton,WA,2010,"Bremerton, WA",180,136,198979,Existing 2017,DR,DO,Operating,,0,,,2427087,3350545,3618083,3893188,4443057,3597287,4130131,5343243,6818871,8067521,8435736,8865673,9582098,9548676,7797241,7614950,7463407,7331250,9723702,9871037,10179430,10852630,11152275
2017,20,20,Kitsap Transit,Active,Full Reporter,Bremerton,WA,2010,"Bremerton, WA",180,136,198979,Existing 2017,DR,PT,Discontinued,3338494,3657656,2929465,3265379,1018179,271350,,,,,,,,,,,,,,,0,0,,0,,,
2017,20,20,Kitsap Transit,Active,Full Reporter,Bremerton,WA,2010,"Bremerton, WA",180,136,198979,Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,18122,33468,9189,4928,5433,,8163,60845
2017,20,20,Kitsap Transit,Active,Full Reporter,Bremerton,WA,2010,"Bremerton, WA",180,136,198979,New in 2017,FB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,3156299
2017,20,20,Kitsap Transit,Active,Full Reporter,Bremerton,WA,2010,"Bremerton, WA",180,136,198979,Existing 2017,FB,PT,Operating,,1467,136204,643225,560309,541669,515122,561212,689665,418907,615465,700912,897427,1152829,1313502,1446134,1580603,1886367,1804442,1811449,1847547,2031836,2176747,2193816,1872411,2239558,1862549
2017,20,20,Kitsap Transit,Active,Full Reporter,Bremerton,WA,2010,"Bremerton, WA",180,136,198979,Existing 2017,MB,DO,Operating,5019896,5835494,7261876,8685218,9981234,10590661,10968193,11351906,12240375,10430049,11699378,13536108,15026507,15665179,16845529,18105115,18801120,20286896,18013706,17589787,18370079,17802877,17350322,18250837,19155038,20268077,21414294
2017,20,20,Kitsap Transit,Active,Full Reporter,Bremerton,WA,2010,"Bremerton, WA",180,136,198979,Existing 2017,OR,PT,Discontinued,0,,,,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,20,20,Kitsap Transit,Active,Full Reporter,Bremerton,WA,2010,"Bremerton, WA",180,136,198979,Existing 2017,VP,DO,Operating,208123,252497,213858,270023,321729,631485,616311,777169,917097,527822,492217,474730,667108,867144,1270784,1260428,1281229,1455127,1392486,1354908,1384929,1419627,967348,1138900,1042233,959633,1135664
2017,21,21,Whatcom Transportation Authority(WTA),Active,Full Reporter,Bellingham,WA,2010,"Bellingham, WA",275,48,114473,Existing 2017,DR,DO,Operating,,,,1887027,2226730,2682073,2713734,2893379,3027099,3050505,3241136,3555746,3408828,3877809,3929608,3976866,5544469,5803260,6254583,6047996,6203381,6461436,6957972,6958107,7207961,7627308,8198347
2017,21,21,Whatcom Transportation Authority(WTA),Active,Full Reporter,Bellingham,WA,2010,"Bellingham, WA",275,48,114473,Existing 2017,DR,PT,Discontinued,788472,955360,1206038,23551,2487,41317,32673,41256,37754,20439,21379,36983,26252,26818,27566,30211,37549,48713,57899,,0,0,,0,,,
2017,21,21,Whatcom Transportation Authority(WTA),Active,Full Reporter,Bellingham,WA,2010,"Bellingham, WA",275,48,114473,Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,54514,65238,92321,104916,87908,92455,50683,38675
